Time (s)	Magnetic Field x (uT)	Magnetic Field y (uT)	Magnetic Field z (uT)	Absolute field (uT)
1.302630333	-5.686447144	-71.31317139	-402.6062317	408.9128048
1.312537333	-5.881362915	-71.34338379	-402.0529785	408.3761335
1.322444333	-5.349502563	-70.8984375	-401.897522	408.138241
1.332352333	-5.919754028	-71.31745911	-402.835083	409.142185
1.342260333	-5.12361145	-71.21946716	-401.8763123	408.1703495
1.352168333	-5.672851563	-71.19685364	-402.6400757	408.9256702
1.362076333	-5.735610962	-71.31678772	-401.7091064	408.030866
1.371984333	-5.28237915	-71.0585022	-402.0343018	408.2998825
1.381893333	-5.843566895	-71.03703308	-402.8518066	409.1087697
1.391802333	-5.414047241	-70.91688538	-401.8064575	408.0526263
1.401712333	-5.698013306	-71.34910583	-403.3835449	409.6845696
1.411621333	-5.938034058	-71.19503784	-401.8041992	408.1061237
1.421530333	-5.623504639	-71.21759033	-402.4171753	408.7091288
1.431439333	-6.427703857	-71.17185974	-402.8291016	409.1186063
1.441348333	-5.676803589	-71.20549011	-402.2125244	408.5062579
1.451257333	-5.710739136	-71.29698181	-402.7791443	409.0805681
1.461167333	-5.67880249	-71.47998047	-402.7554932	409.0887724
1.471077333	-5.59928894	-70.92323303	-402.9324951	409.1650677
1.480987333	-6.335098267	-71.14616394	-402.6456299	408.93204
1.490895333	-5.533996582	-71.18606567	-401.8699646	408.1636308
1.500802333	-5.734191895	-71.00747681	-403.2473145	409.491562
1.510711333	-5.705856323	-70.93440247	-402.1034546	408.3520962
1.520619333	-5.760650635	-71.24832153	-402.3756104	408.6754705
1.530527333	-5.970809937	-71.46313477	-402.6673889	409.0032473
1.540436333	-5.646377563	-71.49072266	-401.6029053	407.9555105
1.550347333	-5.707244873	-71.30883789	-403.1637878	409.4613081
1.560257333	-5.676498413	-71.29864502	-402.1967163	408.5069375
1.570167333	-5.650222778	-71.14839172	-403.2059937	409.4741652
1.580076333	-5.542739868	-71.05371094	-402.8867798	409.1419181
1.589986333	-5.329925537	-71.25408936	-402.5820923	408.8739346
1.599896333	-5.781707764	-71.14572144	-402.6468506	408.9249664
1.609806333	-5.668289185	-71.06781006	-402.1958923	408.4657867
1.619715333	-5.925308228	-71.36309814	-403.1470642	409.4573927
1.629623333	-6.09085083	-71.18641663	-402.6380615	408.9278823
1.639532333	-5.263000488	-70.79127502	-402.4496155	408.6622038
1.649441333	-6.098648071	-71.31315613	-402.7341003	409.0446373
1.659350333	-5.853942871	-71.40975952	-401.9928589	408.3281536
1.669260333	-6.052459717	-70.95233154	-402.6392822	408.8878296
1.679169333	-5.919540405	-71.04000854	-401.9701538	408.2422422
1.689079333	-5.657073975	-71.40278625	-401.5342407	407.8726601
1.698989333	-6.499099731	-71.25259399	-402.7587891	409.064558
1.708899333	-5.827194214	-71.35752869	-401.2785645	407.6154307
1.718809333	-6.058441162	-70.9677887	-402.8775635	409.1252411
1.728719333	-5.57862854	-71.11787415	-401.6148376	407.9011534
1.738629333	-5.403427124	-71.27932739	-402.1129456	408.4173852
1.748539333	-6.103897095	-71.10934448	-402.5460815	408.8240993
1.758449333	-5.686752319	-70.93907166	-402.1790161	408.4270462
1.768358333	-5.684417725	-71.32766724	-402.4334106	408.7451513
1.778267333	-5.814498901	-71.32739258	-401.6489258	407.9745886
1.788176333	-5.339248657	-70.91300964	-402.6841125	408.9152198
1.798086333	-6.335327148	-71.19657898	-402.338562	408.6384805
1.807994333	-5.696212769	-70.86740112	-402.3826294	408.6152418
1.817903333	-5.957275391	-71.52818298	-403.3607788	409.6970685
1.827810333	-6.343185425	-71.12936401	-401.7256775	408.0234581
1.837716333	-5.955001831	-71.05783081	-402.6521301	408.9173697
1.847623333	-6.083969116	-71.0276947	-402.2369995	408.5052654
1.857527333	-5.612121582	-71.00515747	-401.9500732	408.2120646
1.867432333	-5.812911987	-71.26823425	-402.6592102	408.9589108
1.877338333	-5.972198486	-71.44482422	-401.3483276	407.7014964
1.887243333	-5.668762207	-71.47224426	-403.027771	409.3553478
1.897151333	-6.014785767	-70.97938538	-402.4820862	408.7371778
1.907060333	-5.753417969	-71.30505371	-401.9352417	408.2517006
1.916969333	-5.965164185	-71.32589722	-402.6443481	408.9565232
1.926876333	-5.754226685	-70.7638855	-401.9958801	408.2172537
1.936786333	-5.670211792	-71.17198181	-402.2617798	408.5488242
1.946694333	-5.704071045	-71.44792175	-402.1033325	408.441467
1.956604333	-5.443527222	-71.14474487	-402.2807617	408.5596871
1.966513333	-6.142654419	-71.2006073	-402.5668945	408.8610562
1.976423333	-5.705108643	-71.21934509	-401.984436	408.2844966
1.986332333	-5.781539917	-71.27113342	-402.737854	409.0364039
1.996241333	-5.98475647	-71.23731995	-401.9902649	408.2973746
2.006151333	-5.60597229	-71.396698	-401.7998352	408.1323596
2.016060333	-6.187744141	-71.14016724	-402.8560181	409.1358978
2.025970333	-5.569793701	-71.48670959	-401.8803711	408.2269037
2.035879333	-5.933639526	-71.68640137	-402.3942871	408.7729327
2.045789333	-5.940643311	-71.48117065	-401.8608704	408.2119647
2.055698333	-5.565841675	-71.24189758	-401.9886475	408.2906554
2.065606333	-6.037872314	-71.40196228	-401.8945923	408.232727
2.075515333	-5.690032959	-71.5231781	-401.9591675	408.3125198
2.085425333	-5.576171875	-71.39028931	-402.6768799	408.9942991
2.095335333	-5.956924438	-70.96434021	-402.2636719	408.5186461
2.105244333	-5.282974243	-71.42446899	-402.2066956	408.5334632
2.115152333	-6.114562988	-71.43215942	-402.4024658	408.7391415
