Time (s)	Magnetic Field x (uT)	Magnetic Field y (uT)	Magnetic Field z (uT)	Absolute field (uT)
0.804838042	6.085510254	-96.83795166	-346.8262329	360.1431079
0.814749042	1.897216797	-93.06472778	-350.9619141	363.0962794
0.824662042	0.573608398	-99.17869568	-342.8143311	356.8730983
0.834572042	8.395050049	-92.66618347	-351.729126	363.8280864
0.844483042	-6.277694702	-98.16812134	-345.1757507	358.9187769
0.854393042	8.002990723	-97.10539246	-348.7314453	362.0871802
0.864303042	1.377059937	-93.58865356	-349.6557617	361.9666892
0.874213042	1.40045166	-99.12193298	-344.0490723	358.045923
0.884124042	7.730331421	-93.94746399	-351.5944214	364.0117047
0.894034042	-6.505218506	-97.24095154	-346.6117249	360.0525077
0.903946042	10.38946533	-95.6499176	-347.5298157	360.6020251
0.913857042	-0.090866089	-94.55326843	-350.0367432	362.5824739
0.923767042	2.434463501	-98.2073822	-343.7834473	357.5439486
0.933678042	5.982650757	-94.04168701	-352.5170898	364.8944089
0.943588042	-4.511199951	-98.03076172	-345.7729797	359.429179
0.953499042	10.22880554	-94.21583557	-347.9682007	360.6426498
0.963410042	-0.41065979	-94.87802124	-349.2010193	361.860967
0.973320042	3.126296997	-98.33905029	-344.1803894	357.9671535
0.983231042	4.946960449	-92.9379425	-352.346344	364.4308984
0.993142042	-3.253387451	-99.33822632	-343.6627808	357.7468024
1.003054042	11.34199524	-94.15058899	-349.8934937	362.5168012
1.012965042	-2.418228149	-95.05264282	-346.5782471	359.3846603
1.022875042	3.996170044	-98.35812378	-345.5544739	359.3023578
1.032785042	4.405990601	-93.35365295	-351.5456543	363.7563255
1.042694042	-2.876190186	-98.10324097	-344.3091125	358.0241379
1.052604042	12.07368469	-95.09890747	-349.2357178	362.153507
1.062514042	-4.679275513	-96.04321289	-348.2095947	361.2424618
1.072425042	4.435592651	-97.6933136	-345.9634399	359.5196236
1.082336042	3.216339111	-93.81057739	-351.9117432	364.2151071
1.092247042	-1.086166382	-97.81300354	-343.7342529	357.3818687
1.102158042	10.09156799	-93.76145935	-349.8543091	362.3411219
1.112069042	-4.41986084	-97.37013245	-347.7539673	361.1555062
1.121981042	5.376876831	-97.34977722	-345.9690552	359.4446787
1.131893042	2.803710938	-93.26081848	-351.4701538	363.6436581
1.141804042	0.09866333	-99.25028992	-343.2628784	357.3234298
1.151715042	8.960159302	-93.03149414	-350.8806763	363.1148473
1.161626042	-6.252990723	-97.97160339	-345.3880615	359.0688625
1.171538042	7.065475464	-97.34973145	-348.145813	361.5693547
1.181449042	1.77406311	-93.10221863	-349.9387512	362.1164178
1.191359042	0.876876831	-98.51841736	-343.6419678	357.4862927
1.201271042	8.509887695	-93.89390564	-350.5744934	363.0302455
1.211183042	-6.693267822	-97.13174438	-346.6691895	360.0817998
1.221094042	9.61277771	-96.26071167	-347.7855225	360.9893347
1.231005042	0.796966553	-94.55419922	-350.1176758	362.6617138
1.240916042	2.267669678	-98.07757568	-343.1851807	356.9319563
1.250826042	6.966598511	-94.29008484	-352.0045776	364.4809683
1.260737042	-4.898010254	-98.0975647	-346.0003662	359.6712056
1.270649042	9.513275146	-94.73847961	-348.0180664	360.8080604
1.280555042	0.217880249	-94.49009705	-349.3261108	361.8800321
1.290472042	2.775238037	-98.4808197	-343.8992615	357.7329672
1.300382042	5.63192749	-92.63960266	-352.3482666	364.3667322
1.310293042	-4.247467041	-98.91307068	-345.0365601	358.9596973
1.320205042	11.43502808	-94.54536438	-349.7568359	362.4905931
1.330116042	-1.496810913	-94.28462219	-346.9391479	359.5255246
1.340023042	3.164581299	-98.19866943	-344.5397949	358.2745645
1.349930042	4.760650635	-92.71290588	-351.3785706	363.4353403
1.359837042	-3.444137573	-97.62986755	-344.4506836	358.0359291
1.369745042	12.18421936	-94.48550415	-348.7597656	361.5374667
1.379651042	-3.737380981	-95.55290222	-348.1516724	361.0455818
1.389558042	4.165527344	-97.28881836	-345.1875916	358.6599213
1.399466042	3.543045044	-93.64331055	-352.053772	364.3123401
1.409373042	-2.153259277	-98.02049255	-343.5444031	357.2609836
1.419282042	10.15138245	-93.64822388	-349.5345459	362.0047502
1.429193042	-4.436172485	-96.5933075	-347.8987122	361.0865002
1.439104042	4.430664063	-97.50869751	-345.9650269	359.4709678
1.449016042	2.357528687	-93.25061035	-352.1809998	364.3249797
1.458928042	-0.895675659	-99.53193665	-343.3608398	357.496958
1.468840042	9.573806763	-93.43606567	-351.007019	363.356414
1.478751042	-6.209564209	-96.91676331	-345.4862671	358.8762718
1.488662042	6.182617188	-97.35203552	-347.6762695	361.101692
1.498574042	1.938476563	-93.64810181	-350.7008667	362.9942459
1.508486042	0.551483154	-98.98204041	-344.133667	358.0862036
1.518397042	9.232086182	-94.23936462	-350.7353516	363.2926865
1.528308042	-6.813140869	-96.9866333	-346.6028748	359.9810811
1.538218042	8.316864014	-96.35646057	-346.8329468	360.0650368
1.548130042	1.445846558	-94.15982056	-349.8762207	362.3279345
1.558041417	1.764175415	-97.7686615	-342.5789795	356.2613937
1.567952417	7.672027588	-93.97766113	-351.3547363	363.7867666
1.577862417	-5.126647949	-98.07673645	-346.0964355	359.7611311
1.587773417	9.064056396	-95.07723999	-347.3897705	360.2797404
1.597684417	1.100723267	-93.98234558	-350.0626831	362.460722
1.607596417	2.581924438	-98.66331482	-343.5786133	357.4736068
1.617507417	6.462173462	-92.69158936	-351.7455139	363.8109358
1.627418417	-4.377944946	-98.87104797	-345.1102905	359.0205609
1.637329417	11.16854858	-94.99435425	-349.5085449	362.3601617
1.647238417	-0.44631958	-94.49992371	-347.4846802	360.1055925
1.657148417	3.214096069	-98.30953979	-344.5209351	358.287274
1.667058417	5.60118103	-92.86891174	-351.7797241	363.8749542
1.676969417	-3.994613647	-96.98448181	-344.8484497	358.2490752
1.686879417	12.8429718	-94.71470642	-348.5651245	361.4325159
1.696787417	-2.484573364	-95.42919922	-348.1015015	360.9536819
1.706696417	3.641296387	-97.39266968	-345.1368408	358.6335596
1.716605417	3.909988403	-93.48883057	-352.6245117	364.8280358
1.726512417	-2.453353882	-97.71014404	-344.3873901	357.9887787
1.736421417	10.51582336	-93.76792908	-348.793457	361.330711
1.746330417	-2.818481445	-96.27377319	-348.8200073	361.8728793
1.756240417	4.434661865	-97.65805054	-345.2662659	358.8391776
1.766148417	3.407241821	-92.83731079	-352.585907	364.6192499
1.776059417	-1.129928589	-98.94020081	-343.6447144	357.6061098
1.785969417	10.27416992	-92.78671265	-351.0002747	363.2025956
1.795880417	-5.452377319	-96.5128479	-346.2668457	359.5068659
1.805792417	5.503601074	-97.67831421	-347.4985046	361.0076916
1.815702417	2.786865234	-93.41610718	-351.2873535	363.5067268
1.825613417	-0.45501709	-98.66456604	-343.6447449	357.5284804
1.835524417	9.883758545	-93.95123291	-350.4459839	362.9557969
1.845434417	-7.294570923	-96.71682739	-347.3259277	360.6142753
1.855344417	7.310668945	-96.29092407	-347.7209473	360.8812064
1.865254417	1.644470215	-93.7348938	-351.1611328	363.4598682
1.875163417	0.96270752	-98.13085938	-343.9043579	357.632213
1.885073417	7.832824707	-93.72328186	-350.9984436	363.3803986
1.894983417	-5.918273926	-98.08125305	-347.3409424	360.9718665
1.904894417	7.955123901	-95.6925354	-346.9841919	360.0255196
1.914801417	0.338027954	-93.75662231	-350.6603088	362.9780581
1.924718417	1.577529907	-98.92007446	-343.3888855	357.3563997
1.934629417	6.447616577	-92.29350281	-352.4749451	364.4149411
1.944540417	-5.659469604	-98.64228821	-345.1985779	359.060425
1.954452417	10.18811035	-95.71244812	-349.1390381	362.163966
1.964363417	-0.038299561	-94.07192993	-348.5195007	360.9922047
1.974274417	2.119827271	-98.68763733	-344.7184448	358.5729349
1.984184417	6.196990967	-93.31396484	-352.0924072	364.3006478
1.994093417	-5.338867188	-97.29925537	-345.4369507	358.9182853
2.004004417	12.39494324	-94.8981781	-348.4084473	361.3139147
2.013912417	-1.825912476	-95.51409912	-348.2070618	361.074002
2.023818417	3.422775269	-97.57633972	-344.9611816	358.512307
2.033725417	4.720825195	-94.16958618	-352.7570801	365.1407327
2.043632417	-2.986984253	-98.15759277	-344.3970642	358.1245215
2.053538417	11.00473022	-93.84182739	-348.5769653	361.1554976
2.063447417	-2.231582642	-95.6290741	-348.8162231	361.6941488
2.073358417	4.09463501	-98.27424622	-345.2810059	359.0175017
2.083269417	3.560928345	-92.95600891	-352.4941406	364.5622292
2.093176417	-2.026641846	-98.93499756	-343.2163696	357.1970288
2.103092417	10.77949524	-93.45513916	-350.4521484	362.8591585
2.113002417	-4.836349487	-95.94758606	-345.7929688	358.890104
2.122912417	4.681121826	-98.2474823	-346.40979	360.1030732
2.132822417	2.943664551	-93.24850464	-351.512146	363.6821931
2.142731417	-1.334915161	-98.15609741	-343.1703491	356.9345738
2.152641417	10.62104797	-94.37644958	-349.9622192	362.6200157
2.162550417	-6.911270142	-96.97261047	-347.3878479	360.7350409
2.172460417	6.535705566	-96.43214417	-346.5832825	359.8080677
2.182370417	1.970855713	-94.13526917	-351.270813	363.6708914
2.192280417	0.640792847	-97.88563538	-342.8740234	356.5734205
2.202191417	8.019363403	-93.53102112	-351.2419434	363.570165
2.212102417	-5.711715698	-98.20700073	-347.6140747	361.2655306
2.222011417	7.38470459	-96.22119141	-346.5163574	359.7035411
2.231921417	1.493392944	-93.2028656	-351.0165405	363.1826209
2.241831417	1.248260498	-99.14035034	-342.9277954	356.9731644
2.251742417	7.258682251	-92.48356628	-351.5292969	363.5639491
2.261653417	-5.981842041	-98.0945282	-344.7877808	358.5204773
2.271563417	9.34677124	-96.51902771	-349.4180603	362.6241383
2.281474417	0.845077515	-93.91552734	-348.8904724	361.3106727
2.291386417	1.721130371	-98.44406128	-344.0922852	357.9017969
2.301297417	6.808105469	-93.57270813	-352.0857544	364.3714869
2.311209417	-5.777832031	-97.39489746	-345.7238159	359.2270957
2.321120417	11.64115906	-94.80151367	-348.2161255	361.0779883
2.331031417	-1.121307373	-95.21160889	-349.0751038	361.8286001
2.340942417	2.454437256	-97.71931458	-344.6252136	358.2200812
2.350852417	4.936721802	-94.05477905	-352.3583679	364.7287926
2.360762417	-3.51210022	-98.30718994	-345.0733643	358.8206588
2.370673417	10.81376648	-93.8812561	-348.6846924	361.2639513
2.380584417	-1.596862793	-95.08305359	-348.9104614	361.6377291
2.390489417	3.720367432	-98.35144043	-344.6819153	358.458463
2.400407417	3.768218994	-92.75480652	-352.1872253	364.2162754
2.410318417	-2.563354492	-98.70057678	-343.7404785	357.6393312
2.420229417	11.28627014	-94.06214905	-351.0826111	363.6400247
2.430140417	-3.811752319	-95.35935974	-346.9363098	359.8232066
2.440051417	4.191986084	-98.05143738	-346.2042847	359.845889
2.449961417	3.751998901	-93.25073242	-351.5548096	363.7314404
2.459872417	-1.955123901	-97.69665527	-344.3272095	357.9241346
2.469784417	11.30984497	-94.15333557	-350.0830688	362.6994876
2.479690417	-5.993347168	-96.96697998	-347.1953125	360.5316913
2.489607417	5.862380981	-96.7117157	-345.4473877	358.7776765
2.499518417	2.494903564	-93.94801331	-351.491394	363.8387745
2.509428417	-0.178131104	-97.91760254	-343.3884277	357.0763237
2.519339417	8.878967285	-93.52114868	-349.8406982	362.2341169
2.529249417	-5.592941284	-97.81263733	-347.9892578	361.5177956
2.539161417	6.636474609	-97.1265564	-345.7169495	359.162665
2.549072417	1.637207031	-93.14053345	-350.6087036	362.773073
2.558977708	1.251739502	-98.92736816	-342.6802979	356.6762924
2.568893708	7.836700439	-92.78370667	-351.7958984	363.9101321
2.578804708	-6.235931396	-97.76803589	-345.0639038	358.7012314
2.588715708	8.685195923	-96.77635193	-348.7883911	362.0696572
2.598626708	1.507064819	-93.74607849	-350.0508423	362.3895565
2.608537708	1.180450439	-98.42860413	-343.8222351	357.6357266
2.618448708	7.325027466	-93.44456482	-352.4443665	364.6951798
2.628359708	-5.998016357	-97.43237305	-345.4926147	359.0183705
2.638269708	10.8009491	-94.59796143	-347.5485535	360.3545918
2.648179708	0.265258789	-95.20414734	-349.2223511	361.9670572
2.658086708	2.613510132	-97.62312317	-344.0176392	357.6104594
2.667993708	5.454421997	-93.33764648	-351.8944092	364.1034773
2.677899708	-3.692001343	-98.2723999	-345.5772095	359.2975134
2.687808708	10.95075989	-94.25511169	-347.9117432	360.6196421
2.697718708	-1.288574219	-94.4818573	-348.9847412	361.5505931
2.707628708	3.446578979	-98.60832214	-343.7278442	357.6091596
2.717537708	4.299713135	-92.79803467	-352.145813	364.1931306
2.727446708	-3.008041382	-98.60865784	-343.3833008	357.2741342
2.737355708	11.5630188	-94.65829468	-351.0811768	363.8019912
2.747265708	-2.672302246	-95.1373291	-347.3703003	360.172706
2.757175708	3.570251465	-98.48352051	-345.6513672	359.4254
2.767086708	3.758499146	-93.74508667	-351.9877014	364.2768309
2.776997708	-2.83001709	-97.86775208	-343.3580933	357.0446556
2.786909708	12.07911682	-93.93719482	-349.5577393	362.1611723
2.796820708	-5.109390259	-97.22677612	-347.7664185	361.1379704
2.806730708	4.560943604	-97.21897888	-346.425354	359.8372659
2.816641708	2.489364624	-93.70466614	-351.9521484	364.2211913
2.826552708	-0.551055908	-98.50387573	-343.6641541	357.5029622
2.836461708	9.472473145	-93.05670166	-349.8060913	362.0960908
2.846372708	-5.608963013	-96.90666199	-348.0042419	361.2884084
2.856282708	6.30178833	-97.63845825	-346.0995483	359.6635628
2.866192708	1.762161255	-92.80715942	-350.7808838	362.8546575
2.876103708	0.561401367	-98.71679688	-342.2747803	356.226538
2.886013708	8.425704956	-93.2414093	-351.9765015	364.2147862
2.895923708	-6.799301147	-96.93496704	-344.7786865	358.2107774
2.905829708	6.952941895	-97.22399902	-348.2662964	361.6493641
2.915744708	1.742126465	-93.92520142	-349.8658752	362.2583458
2.925650708	0.68409729	-98.09611511	-343.3037415	357.0444996
2.935565708	8.212692261	-94.00479126	-351.9381409	364.3690493
2.945476708	-6.713851929	-98.05102539	-346.1376343	359.8198733
2.955387708	9.516601563	-95.31149292	-347.2544556	360.2228523
2.965298708	0.689285278	-94.67016602	-349.09198	361.7017085
2.975209708	2.065811157	-97.78094482	-344.1079712	357.7368818
2.985119708	5.643493652	-93.07901001	-352.2799072	364.4127936
2.995031708	-4.47593689	-98.65647888	-346.5614624	360.3581303
3.004941708	10.17108154	-95.09217834	-347.5644531	360.4816533
3.014851708	-0.896820068	-93.97306824	-349.6184082	362.0286911
3.024762708	3.164535522	-98.65010071	-344.3577271	358.2235347
3.034672708	4.704910278	-93.05014038	-352.6099854	364.7112098
3.044582708	-4.170227051	-98.54814148	-343.7166138	357.5894819
3.054493708	11.73573303	-95.26133728	-350.2400818	363.1536379
3.064403708	-1.62109375	-94.98408508	-348.4416504	361.1595051
3.074314708	3.032470703	-98.14212036	-345.5646973	359.243694
3.084224708	4.343170166	-93.81140137	-352.6069946	364.8988008
3.094136708	-3.407516479	-97.81881714	-343.3135986	356.9935002
3.104043708	11.90077209	-93.48135376	-349.0257263	361.52365
3.113960708	-4.156082153	-96.52192688	-347.7854004	360.9549004
3.123871708	4.389785767	-97.31637573	-345.842865	359.3007577
3.133783708	2.908691406	-93.78755188	-350.8309937	363.1624313
3.143694708	-0.989746094	-98.65054321	-343.9545288	357.8234581
3.153605708	10.22433472	-93.37704468	-349.3656616	361.7736516
3.163515708	-5.446640015	-96.4593811	-348.2532349	361.406134
3.173420708	5.371871948	-98.09370422	-346.0105286	359.6866938
3.183336708	1.934555054	-93.15315247	-351.170166	363.3204341
3.193246708	-0.331878662	-98.53889465	-342.7319946	356.6163822
3.203156708	8.975143433	-93.98240662	-352.371582	364.7999147
3.213066708	-6.353027344	-96.78985596	-346.1567383	359.4900898
3.222977708	5.888671875	-96.94526672	-347.8491516	361.1538363
3.232887708	2.244995117	-93.91722107	-351.1785583	363.5269787
3.242797708	0.50100708	-98.30078125	-343.3227539	357.1187589
3.252707708	8.820449829	-93.73348999	-352.0441895	364.4158048
3.262617708	-7.02130127	-98.61500549	-346.7691956	360.5871503
3.272527708	8.154067993	-95.70643616	-347.8406982	360.8591998
3.282437708	0.720397949	-94.03422546	-349.5714722	361.9988518
3.292347708	2.061599731	-98.46324158	-344.1643677	357.9781727
3.302257708	6.70362854	-93.15484619	-352.0045776	364.1840011
3.312167708	-5.507171631	-98.31507874	-346.9838257	360.6854016
3.322079708	10.42974854	-95.8004303	-346.692749	359.83658
3.331989708	-0.081771851	-93.44801331	-349.8755493	362.1400805
3.341899708	2.743591309	-98.51023865	-343.8390503	357.6829419
3.351808708	5.635848999	-93.36695862	-352.6109009	364.8062488
3.361718708	-4.898223877	-97.86174011	-344.2367249	357.9103736
3.371629708	10.94818115	-95.24995422	-349.157196	362.081709
3.381539708	-0.702575684	-94.70552063	-348.5558777	361.1936172
3.391449708	2.750854492	-97.63986206	-344.5526733	358.1307786
3.401358708	4.858810425	-93.6882019	-352.9838867	365.2378834
3.411267708	-4.131225586	-98.29934692	-343.9778748	357.7717246
3.421172708	11.73556519	-92.94342041	-348.7016602	361.0665461
3.431087708	-2.720550537	-96.03733826	-347.8777466	360.9009536
3.440999708	3.676498413	-97.77406311	-345.7951965	359.3711202
3.450909708	3.196762085	-93.35742188	-351.57901	363.7768929
3.460820708	-1.718215942	-98.93899536	-344.2553101	358.1949128
3.470730708	11.26411438	-94.09230042	-348.8174438	361.4607176
3.480640708	-4.655731201	-95.13487244	-348.1893005	360.9821447
3.490549708	5.190658569	-98.04841614	-345.7454224	359.4166551
3.500458708	2.358581543	-93.30300903	-351.6572876	363.8321898
3.510368708	-1.137466431	-98.38790894	-342.6870422	356.5331448
3.520277708	9.943206787	-94.23655701	-351.145752	363.7069358
3.530188708	-5.759140015	-96.47389221	-347.043396	360.2492169
3.540097708	5.077270508	-97.22386169	-347.0881958	360.4836662
3.550008708	1.977798462	-93.88848877	-351.4276428	363.75864
3.559920792	-0.297973633	-97.92837524	-342.512085	356.2366963
3.569829792	9.318878174	-93.18161011	-350.7521973	363.0382319
3.579737792	-6.733352661	-98.62368774	-346.925354	360.7342111
3.589646792	7.464035034	-95.84184265	-347.7974243	360.8384943
3.599556792	1.606719971	-93.74310303	-349.9325562	362.2749574
3.609462792	1.454544067	-98.75398254	-343.711853	357.6203331
3.619378792	7.84526062	-92.72084045	-351.177124	363.2961255
3.629288792	-6.115142822	-97.88830566	-347.5100708	361.0855365
3.639199792	9.598266602	-96.70082092	-346.9638672	360.3152795
3.649109792	0.39390564	-93.81098938	-349.6834106	362.048539
3.659019792	2.306671143	-98.28121948	-343.4262085	357.2199316
3.668930792	6.586746216	-93.40991211	-353.5023804	365.6948589
3.678840792	-5.353622437	-97.46611023	-345.1644897	358.7015875
3.688749792	10.24531555	-95.04454041	-348.4959717	361.3694417
3.698660792	0.399276733	-94.91282654	-349.2206421	361.8890174
3.708569792	2.733627319	-97.86564636	-343.9726868	357.6344037
3.718477792	5.831634521	-93.22523499	-352.4385681	364.6064957
3.728386792	-4.323120117	-98.58622742	-344.6118164	358.4623238
3.738295792	11.88522339	-93.56843567	-348.9000854	361.424377
3.748205792	-2.016937256	-95.46928406	-347.6292725	360.5059823
3.758116792	3.508682251	-98.23217773	-345.3538818	359.0698752
3.768027792	3.992248535	-92.71766663	-351.2483521	363.3014018
3.777938792	-2.975631714	-98.6375885	-344.4469299	358.3042224
3.787850792	11.79014587	-94.63548279	-348.4073486	361.2237018
3.797761792	-4.113372803	-94.96087646	-347.9729004	360.7209826
3.807671792	4.784698486	-98.06359863	-345.0110168	358.708746
3.817583792	3.226379395	-93.45103455	-352.1529541	364.3558816
3.827492792	-1.547286987	-98.03935242	-342.857666	356.6027031
3.837402792	10.73130798	-94.72247314	-350.0955811	362.8421472
3.847313792	-4.241470337	-96.7472229	-347.4266357	360.670601
3.857223792	4.61958313	-97.25799561	-345.8606567	359.304957
3.867133792	2.622802734	-93.68927002	-351.9718628	364.2372175
3.877042792	-0.754089355	-98.57189941	-342.4303589	356.3362719
3.886952792	9.859558105	-92.96707153	-350.4752197	362.7298815
3.896861792	-6.460342407	-98.10574341	-345.7363586	359.4441578
3.906772792	6.671722412	-96.79360962	-347.2219238	360.5226472
3.916681792	1.642913818	-93.46020508	-349.5003052	361.7844281
3.926592792	0.917907715	-99.22198486	-343.4534607	357.4998245
3.936503792	8.590606689	-93.5246582	-350.4064331	362.7744872
3.946414792	-7.126083374	-96.60641479	-346.8826904	360.1543855
3.956324792	8.989395142	-96.926651	-346.9204712	360.3184678
3.966235792	0.868911743	-93.91783142	-349.5978088	361.994395
3.976145792	2.093811035	-98.33944702	-342.4042969	356.2523451
3.986055792	7.176971436	-94.10708618	-352.074646	364.5054306
3.995964792	-5.649597168	-97.71160889	-345.4062195	359.0054776
4.005875792	8.900283813	-95.14642334	-347.2481079	360.1573342
4.015786792	0.313964844	-94.30706787	-349.8522949	362.3403785
4.025697792	2.365661621	-98.12268066	-342.9115601	356.6819239
4.035607792	6.3722229	-92.86080933	-352.572052	364.6515967
4.045517792	-4.64894104	-98.85414124	-344.9720459	358.8864254
4.055427792	11.20349121	-94.16954041	-349.3798218	362.0216574
4.065336792	-1.177001953	-94.78536987	-347.6409912	360.3330549
4.075245792	3.045394897	-98.59208679	-345.0229187	358.8460512
4.085154792	4.513687134	-92.96029663	-351.6836548	363.7903011
4.095060792	-3.726760864	-97.92710876	-344.774353	358.4312513
4.104966792	12.157547	-94.94671631	-348.2794495	361.1942134
4.114872792	-3.43460083	-94.88845825	-348.3729553	361.0807832
4.124780792	4.02041626	-97.29753113	-344.7714844	358.2601705
4.134690792	3.507598877	-93.43026733	-352.84552	365.0225734
4.144600792	-2.399200439	-97.69584656	-342.9964294	356.6465831
4.154510792	10.37223816	-93.97547913	-349.8446655	362.3951766
4.164420792	-3.30291748	-96.33201599	-348.024292	361.125566
4.174330792	4.275863647	-97.11331177	-345.7367554	359.142287
4.184239792	3.151641846	-93.17318726	-351.5271301	363.6791153
4.194149792	-1.4480896	-98.86701965	-342.5568237	356.5416694
4.204059792	9.412414551	-92.92311096	-349.9179688	362.1683075
4.213969792	-6.062149048	-97.28938293	-345.7063599	359.1863875
4.223878792	5.494522095	-97.34707642	-347.3136902	360.7401315
4.233788792	2.027923584	-93.50431824	-350.7518311	363.0069104
4.243698792	0.052902222	-98.44238281	-343.7020874	357.5220698
4.253608792	9.347808838	-93.7618866	-350.1298828	362.5873795
4.263519792	-6.98677063	-96.20970154	-346.8323975	359.996991
4.273427792	7.92477417	-96.60772705	-346.765564	360.0586221
4.283335792	1.423782349	-94.11372375	-350.4909668	362.9095452
